submission_id,response1,size_adj,context_picture,experiment_id,picture2,correct1,question1,problems,enjoyment,item,botresponse,correct2,understand,text,condition,sentence,age,response,comments,picture1,response3,size_target,education,languages,sex,RT,correct3,context,trial_number,startTime,attempts,picture,fairprice,question2,response2,adj_cond,trial_name
147,chihuahua,NA,NA,5,images/great-dane.jpg,chihuahua,This is a,no,1,dogs,Jennifer,great dane,yes,Please label the pictures below.,NA,NA,25,NA,NA,images/chihuahua.jpg,dogs,NA,graduated_college,Cantonese,male,NA,dogs,NA,3,1564589339822,2,NA,1,These are both,great dane,NA,warmup
147,NA,big,images/tree-parade.png,5,NA,NA,That's a big,no,1,trees,Jennifer,NA,yes,Another plant belongs to the group.,prenominal,You say to your friend:,25,redwood tree,NA,NA,NA,big,graduated_college,Cantonese,male,NA,NA,You see a group of plants.,1,1564589339822,NA,images/sequoia.jpg,1,NA,NA,congruent,main
147,NA,small,images/dog_parade.png,5,NA,NA,That's a small,no,1,dogs,Jennifer,NA,yes,Another animal belongs to the group.,prenominal,You say to your friend:,25,dog,NA,NA,NA,big,graduated_college,Cantonese,male,NA,NA,You see a group of animals.,2,1564589339822,NA,images/great-dane-s.jpg,1,NA,NA,incongruent,main
147,NA,small,images/flower-parade.png,5,NA,NA,That's a small,no,1,flowers,Jennifer,NA,yes,Another plant belongs to the group.,prenominal,You say to your friend:,25,sunflower,NA,NA,NA,big,graduated_college,Cantonese,male,NA,NA,You see a group of plants.,3,1564589339822,NA,images/sunflower-s.png,1,NA,NA,incongruent,main
148,dandillion,NA,NA,5,images/sunflower.png,daisy,This is a,No,1,flowers,margaret,sunflower,yes,Please label the pictures below.,NA,NA,54,NA,NA,images/daisy.png,flowers,NA,graduated_college,Spanish,female,NA,flowers,NA,1,1564589469968,1,NA,1.25,These are both,sunflower,NA,warmup
148,daisy,NA,NA,5,images/sunflower.png,daisy,This is a,No,1,flowers,margaret,sunflower,yes,Please label the pictures below.,NA,NA,54,NA,NA,images/daisy.png,flowers,NA,graduated_college,Spanish,female,NA,flowers,NA,1,1564589469968,2,NA,1.25,These are both,sunflower,NA,warmup
148,chihuahua,NA,NA,5,images/great-dane.jpg,chihuahua,This is a,No,1,dogs,margaret,great dane,yes,Please label the pictures below.,NA,NA,54,NA,NA,images/chihuahua.jpg,dogs,NA,graduated_college,Spanish,female,NA,dogs,NA,2,1564589469968,1,NA,1.25,These are both,basset hound,NA,warmup
148,chihuahua,NA,NA,5,images/great-dane.jpg,chihuahua,This is a,No,1,dogs,margaret,great dane,yes,Please label the pictures below.,NA,NA,54,NA,NA,images/chihuahua.jpg,dogs,NA,graduated_college,Spanish,female,NA,dogs,NA,2,1564589469968,2,NA,1.25,These are both,great dane,NA,warmup
148,oakwood,NA,NA,5,images/bonsai.jpg,redwood|sequoia,This is a,No,1,trees,margaret,bonsai,yes,Please label the pictures below.,NA,NA,54,NA,NA,images/sequoia.jpg,trees,NA,graduated_college,Spanish,female,NA,trees,NA,3,1564589469968,1,NA,1.25,These are both,bonsai,NA,warmup
148,redwood,NA,NA,5,images/bonsai.jpg,redwood|sequoia,This is a,No,1,trees,margaret,bonsai,yes,Please label the pictures below.,NA,NA,54,NA,NA,images/sequoia.jpg,trees,NA,graduated_college,Spanish,female,NA,trees,NA,3,1564589469968,2,NA,1.25,These are both,bonsai,NA,warmup
148,NA,small,images/dog_parade.png,5,NA,NA,That,No,1,dogs,margaret,NA,yes,Another animal belongs to the group.,predicative,You say to your friend:,54,pug,NA,NA,NA,big,graduated_college,Spanish,female,NA,NA,You see a group of animals.,1,1564589469968,NA,images/great-dane-s.jpg,1.25,is small.,NA,incongruent,main
148,NA,small,images/flower-parade-small.png,5,NA,NA,That,No,1,flowers,margaret,NA,yes,Another plant belongs to the group.,predicative,You say to your friend:,54,daisy,NA,NA,NA,small,graduated_college,Spanish,female,NA,NA,You see a group of plants.,2,1564589469968,NA,images/daisy.png,1.25,is small.,NA,congruent,main
148,NA,big,images/tree-parade.png,5,NA,NA,That,No,1,trees,margaret,NA,yes,Another plant belongs to the group.,predicative,You say to your friend:,54,redwood,NA,NA,NA,big,graduated_college,Spanish,female,NA,NA,You see a group of plants.,3,1564589469968,NA,images/sequoia.jpg,1.25,is big.,NA,congruent,main
148,marlin,NA,NA,5,images/goldfish.png,swordfish,This is a,No,1,fish,margaret,goldfish,yes,Please label the pictures below.,NA,NA,54,NA,NA,images/swordfish.jpg,fish,NA,graduated_college,Spanish,female,NA,fish,NA,1,1564589469968,1,NA,1.25,These are both,goldfish,NA,warmup
148,swordfish,NA,NA,5,images/goldfish.png,swordfish,This is a,No,1,fish,margaret,goldfish,yes,Please label the pictures below.,NA,NA,54,NA,NA,images/swordfish.jpg,fish,NA,graduated_college,Spanish,female,NA,fish,NA,1,1564589469968,2,NA,1.25,These are both,goldfish,NA,warmup
148,swan,NA,NA,5,images/colibri.jpg,swan,This is a,No,1,birds,margaret,hummingbird,yes,Please label the pictures below.,NA,NA,54,NA,NA,images/swan.jpg,birds,NA,graduated_college,Spanish,female,NA,birds,NA,2,1564589469968,1,NA,1.25,These are both,hummingbird,NA,warmup
148,monkey,NA,NA,5,images/gorilla.jpg,spider monkey,This is a,No,1,primates,margaret,gorilla,yes,Please label the pictures below.,NA,NA,54,NA,NA,images/spidermonkey.jpg,apes,NA,graduated_college,Spanish,female,NA,monkeys|apes|primates,NA,3,1564589469968,1,NA,1.25,These are both,gorilla,NA,warmup
148,spider monkey,NA,NA,5,images/gorilla.jpg,spider monkey,This is a,No,1,primates,margaret,gorilla,yes,Please label the pictures below.,NA,NA,54,NA,NA,images/spidermonkey.jpg,apes,NA,graduated_college,Spanish,female,NA,monkeys|apes|primates,NA,3,1564589469968,2,NA,1.25,These are both,gorilla,NA,warmup
148,NA,big,images/monkey-parade-small.png,5,NA,NA,That,No,1,primates,margaret,NA,yes,Another animal belongs to the group.,predicative,You say to your friend:,54,gorilla,NA,NA,NA,small,graduated_college,Spanish,female,NA,NA,You see a group of animals.,1,1564589469968,NA,images/spidermonkey-b.jpg,1.25,is big.,NA,incongruent,main
148,NA,small,images/bird-parade.png,5,NA,NA,That,No,1,birds,margaret,NA,yes,Another animal belongs to the group.,predicative,You say to your friend:,54,bird,NA,NA,NA,big,graduated_college,Spanish,female,NA,NA,You see a group of animals.,2,1564589469968,NA,images/swan-s.jpg,1.25,is small.,NA,incongruent,main
148,NA,small,images/fish-parade.png,5,NA,NA,That,No,1,fish,margaret,NA,yes,Another animal belongs to the group.,predicative,You say to your friend:,54,goldfish,NA,NA,NA,small,graduated_college,Spanish,female,NA,NA,You see a group of animals.,3,1564589469968,NA,images/goldfish.png,1.25,is small.,NA,congruent,main
101,daisy,NA,NA,5,images/sunflower.png,daisy,This is a,NA,2,flowers,susan,sunflower,yes,Please label the pictures below.,NA,NA,24,NA,NA,images/daisy.png,flowers,NA,graduated_high_school,english,female,NA,flowers,NA,1,1564588453634,1,NA,1,These are both,sunflower,NA,warmup
101,monkey,NA,NA,5,images/gorilla.jpg,spider monkey,This is a,NA,2,primates,susan,gorilla,yes,Please label the pictures below.,NA,NA,24,NA,NA,images/spidermonkey.jpg,apes,NA,graduated_high_school,english,female,NA,monkeys|apes|primates,NA,2,1564588453634,1,NA,1,These are both,gorilla,NA,warmup
101,spider monkey,NA,NA,5,images/gorilla.jpg,spider monkey,This is a,NA,2,primates,susan,gorilla,yes,Please label the pictures below.,NA,NA,24,NA,NA,images/spidermonkey.jpg,apes,NA,graduated_high_school,english,female,NA,monkeys|apes|primates,NA,2,1564588453634,2,NA,1,These are both,gorilla,NA,warmup
101,sword fish,NA,NA,5,images/goldfish.png,swordfish,This is a,NA,2,fish,susan,goldfish,yes,Please label the pictures below.,NA,NA,24,NA,NA,images/swordfish.jpg,fish,NA,graduated_high_school,english,female,NA,fish,NA,3,1564588453634,1,NA,1,These are both,clown fish,NA,warmup
101,swordfish,NA,NA,5,images/goldfish.png,swordfish,This is a,NA,2,fish,susan,goldfish,yes,Please label the pictures below.,NA,NA,24,NA,NA,images/swordfish.jpg,fish,NA,graduated_high_school,english,female,NA,fish,NA,3,1564588453634,2,NA,1,These are both,goldfish,NA,warmup
101,NA,big,images/fish-parade.png,5,NA,NA,That,NA,2,fish,susan,NA,yes,Another animal belongs to the group.,predicative,You say to your friend:,24,fish,NA,NA,NA,big,graduated_high_school,english,female,NA,NA,You see a group of animals.,1,1564588453634,NA,images/swordfish.jpg,1,is big.,NA,congruent,main
101,NA,small,images/monkey-parade.png,5,NA,NA,That,NA,2,primates,susan,NA,yes,Another animal belongs to the group.,predicative,You say to your friend:,24,ape,NA,NA,NA,big,graduated_high_school,english,female,NA,NA,You see a group of animals.,2,1564588453634,NA,images/gorilla_s.jpg,1,is small.,NA,incongruent,main
101,NA,big,images/flower-parade.png,5,NA,NA,That,NA,2,flowers,susan,NA,yes,Another plant belongs to the group.,predicative,You say to your friend:,24,flower,NA,NA,NA,big,graduated_high_school,english,female,NA,NA,You see a group of plants.,3,1564588453634,NA,images/sunflower.png,1,is big.,NA,congruent,main
101,swan,NA,NA,5,images/colibri.jpg,swan,This is a,NA,2,birds,susan,hummingbird,yes,Please label the pictures below.,NA,NA,24,NA,NA,images/swan.jpg,birds,NA,graduated_high_school,english,female,NA,birds,NA,1,1564588453634,1,NA,1,These are both,hummingbird,NA,warmup
101,chichua,NA,NA,5,images/great-dane.jpg,chihuahua,This is a,NA,2,dogs,susan,great dane,yes,Please label the pictures below.,NA,NA,24,NA,NA,images/chihuahua.jpg,dogs,NA,graduated_high_school,english,female,NA,dogs,NA,2,1564588453634,1,NA,1,These are both,great dane,NA,warmup
101,chihuahua,NA,NA,5,images/great-dane.jpg,chihuahua,This is a,NA,2,dogs,susan,great dane,yes,Please label the pictures below.,NA,NA,24,NA,NA,images/chihuahua.jpg,dogs,NA,graduated_high_school,english,female,NA,dogs,NA,2,1564588453634,2,NA,1,These are both,great dane,NA,warmup
101,tree,NA,NA,5,images/bonsai.jpg,redwood|sequoia,This is a,NA,2,trees,susan,bonsai,yes,Please label the pictures below.,NA,NA,24,NA,NA,images/sequoia.jpg,trees,NA,graduated_high_school,english,female,NA,trees,NA,3,1564588453634,1,NA,1,These are both,bonsai,NA,warmup
101,"redwood,sequoia",NA,NA,5,images/bonsai.jpg,redwood|sequoia,This is a,NA,2,trees,susan,bonsai,yes,Please label the pictures below.,NA,NA,24,NA,NA,images/sequoia.jpg,trees,NA,graduated_high_school,english,female,NA,trees,NA,3,1564588453634,2,NA,1,These are both,bonsai,NA,warmup
101,redwood,NA,NA,5,images/bonsai.jpg,redwood|sequoia,This is a,NA,2,trees,susan,bonsai,yes,Please label the pictures below.,NA,NA,24,NA,NA,images/sequoia.jpg,trees,NA,graduated_high_school,english,female,NA,trees,NA,3,1564588453634,3,NA,1,These are both,bonsai,NA,warmup
101,NA,small,images/bird-parade-small.png,5,NA,NA,That,NA,2,birds,susan,NA,yes,Another animal bleongs to the group.,predicative,You say to your friend:,24,bird,NA,NA,NA,small,graduated_high_school,english,female,NA,NA,You see a group of animals.,1,1564588453634,NA,images/colibri.jpg,1,is small.,NA,congruent,main
101,NA,big,images/tree-parade.png,5,NA,NA,That,NA,2,trees,susan,NA,yes,Another plant belongs to the group.,predicative,You say to your friend:,24,bonsai,NA,NA,NA,small,graduated_high_school,english,female,NA,NA,You see a group of plants.,2,1564588453634,NA,images/bonsai-b.png,1,is big.,NA,incongruent,main
101,NA,big,images/dog_parade_small.png,5,NA,NA,That,NA,2,dogs,susan,NA,yes,Another animal belongs to the group.,predicative,You say to your friend:,24,chichua,NA,NA,NA,small,graduated_high_school,english,female,NA,NA,You see a group of animals.,3,1564588453634,NA,images/chihuahua-b.jpg,1,is big.,NA,incongruent,main
107,swordfish,NA,NA,5,images/goldfish.png,swordfish,This is a,NA,1,fish,elizabeth,goldfish,yes,Please label the pictures below.,NA,NA,29,NA,NA,images/swordfish.jpg,fish,NA,some_college,english,male,NA,fish,NA,1,1564588484283,1,NA,1.1,These are both,goldfish,NA,warmup
107,chihuaha,NA,NA,5,images/great-dane.jpg,chihuahua,This is a,NA,1,dogs,elizabeth,great dane,yes,Please label the pictures below.,NA,NA,29,NA,NA,images/chihuahua.jpg,dogs,NA,some_college,english,male,NA,dogs,NA,2,1564588484283,1,NA,1.1,These are both,lab,NA,warmup
107,chihuaha,NA,NA,5,images/great-dane.jpg,chihuahua,This is a,NA,1,dogs,elizabeth,great dane,yes,Please label the pictures below.,NA,NA,29,NA,NA,images/chihuahua.jpg,dogs,NA,some_college,english,male,NA,dogs,NA,2,1564588484283,2,NA,1.1,These are both,lab,NA,warmup
107,chihuaha,NA,NA,5,images/great-dane.jpg,chihuahua,This is a,NA,1,dogs,elizabeth,great dane,yes,Please label the pictures below.,NA,NA,29,NA,NA,images/chihuahua.jpg,dogs,NA,some_college,english,male,NA,dogs,NA,2,1564588484283,3,NA,1.1,These are both,lab,NA,warmup
107,chihuaha,NA,NA,5,images/great-dane.jpg,chihuahua,This is a,NA,1,dogs,elizabeth,great dane,yes,Please label the pictures below.,NA,NA,29,NA,NA,images/chihuahua.jpg,dogs,NA,some_college,english,male,NA,dogs,NA,2,1564588484283,4,NA,1.1,These are both,great dane,NA,warmup
107,chihuaha,NA,NA,5,images/great-dane.jpg,chihuahua,This is a,NA,1,dogs,elizabeth,great dane,yes,Please label the pictures below.,NA,NA,29,NA,NA,images/chihuahua.jpg,dogs,NA,some_college,english,male,NA,dogs,NA,2,1564588484283,5,NA,1.1,These are both,great dane,NA,warmup
107,chihuaha,NA,NA,5,images/great-dane.jpg,chihuahua,This is a,NA,1,dogs,elizabeth,great dane,yes,Please label the pictures below.,NA,NA,29,NA,NA,images/chihuahua.jpg,dogs,NA,some_college,english,male,NA,dogs,NA,2,1564588484283,6,NA,1.1,These are both,great dane,NA,warmup
107,chihuaha,NA,NA,5,images/great-dane.jpg,chihuahua,This is a,NA,1,dogs,elizabeth,great dane,yes,Please label the pictures below.,NA,NA,29,NA,NA,images/chihuahua.jpg,dogs,NA,some_college,english,male,NA,dogs,NA,2,1564588484283,7,NA,1.1,These are both,great dane,NA,warmup
107,chihuahua,NA,NA,5,images/great-dane.jpg,chihuahua,This is a,NA,1,dogs,elizabeth,great dane,yes,Please label the pictures below.,NA,NA,29,NA,NA,images/chihuahua.jpg,dogs,NA,some_college,english,male,NA,dogs,NA,2,1564588484283,8,NA,1.1,These are both,great dane,NA,warmup
107,monkey,NA,NA,5,images/gorilla.jpg,spider monkey,This is a,NA,1,primates,elizabeth,gorilla,yes,Please label the pictures below.,NA,NA,29,NA,NA,images/spidermonkey.jpg,mammals,NA,some_college,english,male,NA,monkeys|apes|primates,NA,3,1564588484283,1,NA,1.1,These are both,gorilla,NA,warmup
107,monkeys,NA,NA,5,images/gorilla.jpg,spider monkey,This is a,NA,1,primates,elizabeth,gorilla,yes,Please label the pictures below.,NA,NA,29,NA,NA,images/spidermonkey.jpg,mammals,NA,some_college,english,male,NA,monkeys|apes|primates,NA,3,1564588484283,2,NA,1.1,These are both,gorilla,NA,warmup
107,monkeys,NA,NA,5,images/gorilla.jpg,spider monkey,This is a,NA,1,primates,elizabeth,gorilla,yes,Please label the pictures below.,NA,NA,29,NA,NA,images/spidermonkey.jpg,mammals,NA,some_college,english,male,NA,monkeys|apes|primates,NA,3,1564588484283,3,NA,1.1,These are both,gorilla,NA,warmup
107,monkey,NA,NA,5,images/gorilla.jpg,spider monkey,This is a,NA,1,primates,elizabeth,gorilla,yes,Please label the pictures below.,NA,NA,29,NA,NA,images/spidermonkey.jpg,monkeys,NA,some_college,english,male,NA,monkeys|apes|primates,NA,3,1564588484283,4,NA,1.1,These are both,gorilla,NA,warmup
107,spider monkey,NA,NA,5,images/gorilla.jpg,spider monkey,This is a,NA,1,primates,elizabeth,gorilla,yes,Please label the pictures below.,NA,NA,29,NA,NA,images/spidermonkey.jpg,monkeys,NA,some_college,english,male,NA,monkeys|apes|primates,NA,3,1564588484283,5,NA,1.1,These are both,gorilla,NA,warmup
107,NA,small,images/dog_parade_small.png,5,NA,NA,That's a small,NA,1,dogs,elizabeth,NA,yes,Another animal belongs to the group.,prenominal,You say to your friend:,29,dog,NA,NA,NA,small,some_college,english,male,NA,NA,You see a group of animals.,1,1564588484283,NA,images/chihuahua.jpg,1.1,NA,NA,congruent,main
107,NA,big,images/monkey-parade-small.png,5,NA,NA,That's a big,NA,1,primates,elizabeth,NA,yes,Another animal belongs to the group.,prenominal,You say to your friend:,29,monkey,NA,NA,NA,small,some_college,english,male,NA,NA,You see a group of animals.,2,1564588484283,NA,images/spidermonkey-b.jpg,1.1,NA,NA,incongruent,main
107,NA,big,images/fish-parade.png,5,NA,NA,That's a big,NA,1,fish,elizabeth,NA,yes,Another animal belongs to the group.,prenominal,You say to your friend:,29,fish,NA,NA,NA,big,some_college,english,male,NA,NA,You see a group of animals.,3,1564588484283,NA,images/swordfish.jpg,1.1,NA,NA,congruent,main
107,dandelion,NA,NA,5,images/sunflower.png,daisy,This is a,NA,1,flowers,elizabeth,sunflower,yes,Please label the pictures below.,NA,NA,29,NA,NA,images/daisy.png,flowers,NA,some_college,english,male,NA,flowers,NA,1,1564588484283,1,NA,1.1,These are both,sunflower,NA,warmup
107,daisy,NA,NA,5,images/sunflower.png,daisy,This is a,NA,1,flowers,elizabeth,sunflower,yes,Please label the pictures below.,NA,NA,29,NA,NA,images/daisy.png,flowers,NA,some_college,english,male,NA,flowers,NA,1,1564588484283,2,NA,1.1,These are both,sunflower,NA,warmup
107,swan,NA,NA,5,images/colibri.jpg,swan,This is a,NA,1,birds,elizabeth,hummingbird,yes,Please label the pictures below.,NA,NA,29,NA,NA,images/swan.jpg,bird,NA,some_college,english,male,NA,birds,NA,2,1564588484283,1,NA,1.1,These are both,hummingbird,NA,warmup
107,swan,NA,NA,5,images/colibri.jpg,swan,This is a,NA,1,birds,elizabeth,hummingbird,yes,Please label the pictures below.,NA,NA,29,NA,NA,images/swan.jpg,birds,NA,some_college,english,male,NA,birds,NA,2,1564588484283,2,NA,1.1,These are both,hummingbird,NA,warmup
107,tree,NA,NA,5,images/bonsai.jpg,redwood|sequoia,This is a,NA,1,trees,elizabeth,bonsai,yes,Please label the pictures below.,NA,NA,29,NA,NA,images/sequoia.jpg,plants,NA,some_college,english,male,NA,trees,NA,3,1564588484283,1,NA,1.1,These are both,sprout,NA,warmup
107,redwoo,NA,NA,5,images/bonsai.jpg,redwood|sequoia,This is a,NA,1,trees,elizabeth,bonsai,yes,Please label the pictures below.,NA,NA,29,NA,NA,images/sequoia.jpg,trees,NA,some_college,english,male,NA,trees,NA,3,1564588484283,2,NA,1.1,These are both,bonsai,NA,warmup
107,redwoo,NA,NA,5,images/bonsai.jpg,redwood|sequoia,This is a,NA,1,trees,elizabeth,bonsai,yes,Please label the pictures below.,NA,NA,29,NA,NA,images/sequoia.jpg,trees,NA,some_college,english,male,NA,trees,NA,3,1564588484283,3,NA,1.1,These are both,bonsai,NA,warmup
107,redwoo,NA,NA,5,images/bonsai.jpg,redwood|sequoia,This is a,NA,1,trees,elizabeth,bonsai,yes,Please label the pictures below.,NA,NA,29,NA,NA,images/sequoia.jpg,trees,NA,some_college,english,male,NA,trees,NA,3,1564588484283,4,NA,1.1,These are both,bonsai,NA,warmup
107,redwoo,NA,NA,5,images/bonsai.jpg,redwood|sequoia,This is a,NA,1,trees,elizabeth,bonsai,yes,Please label the pictures below.,NA,NA,29,NA,NA,images/sequoia.jpg,trees,NA,some_college,english,male,NA,trees,NA,3,1564588484283,5,NA,1.1,These are both,bonsai,NA,warmup
107,redwoo,NA,NA,5,images/bonsai.jpg,redwood|sequoia,This is a,NA,1,trees,elizabeth,bonsai,yes,Please label the pictures below.,NA,NA,29,NA,NA,images/sequoia.jpg,trees,NA,some_college,english,male,NA,trees,NA,3,1564588484283,6,NA,1.1,These are both,bonsai,NA,warmup
107,redwoo,NA,NA,5,images/bonsai.jpg,redwood|sequoia,This is a,NA,1,trees,elizabeth,bonsai,yes,Please label the pictures below.,NA,NA,29,NA,NA,images/sequoia.jpg,trees,NA,some_college,english,male,NA,trees,NA,3,1564588484283,7,NA,1.1,These are both,bonsai,NA,warmup
107,redwood,NA,NA,5,images/bonsai.jpg,redwood|sequoia,This is a,NA,1,trees,elizabeth,bonsai,yes,Please label the pictures below.,NA,NA,29,NA,NA,images/sequoia.jpg,trees,NA,some_college,english,male,NA,trees,NA,3,1564588484283,8,NA,1.1,These are both,bonsai,NA,warmup
107,NA,small,images/tree-parade.png,5,NA,NA,That's a small,NA,1,trees,elizabeth,NA,yes,Another plant belongs to the group.,prenominal,You say to your friend:,29,tree,NA,NA,NA,small,some_college,english,male,NA,NA,You see a group of plants.,1,1564588484283,NA,images/bonsai.jpg,1.1,NA,NA,congruent,main
107,NA,small,images/flower-parade.png,5,NA,NA,That's a small,NA,1,flowers,elizabeth,NA,yes,Another plant belongs to the group.,prenominal,You say to your friend:,29,flower,NA,NA,NA,big,some_college,english,male,NA,NA,You see a group of plants.,2,1564588484283,NA,images/sunflower-s.png,1.1,NA,NA,incongruent,main
107,NA,small,images/bird-parade.png,5,NA,NA,That's a small,NA,1,birds,elizabeth,NA,yes,Another animal belongs to the group.,prenominal,You say to your friend:,29,bird,NA,NA,NA,big,some_college,english,male,NA,NA,You see a group of animals.,3,1564588484283,NA,images/swan-s.jpg,1.1,NA,NA,incongruent,main
114,swan,NA,NA,5,images/colibri.jpg,swan,This is a,none,1,birds,patricia,hummingbird,yes,Please label the pictures below.,NA,NA,32,NA,NA,images/swan.jpg,bird,NA,some_college,English,male,NA,birds,NA,1,1564588702900,1,NA,1.5,These are both,humming bird,NA,warmup
114,swan,NA,NA,5,images/colibri.jpg,swan,This is a,none,1,birds,patricia,hummingbird,yes,Please label the pictures below.,NA,NA,32,NA,NA,images/swan.jpg,birds,NA,some_college,English,male,NA,birds,NA,1,1564588702900,2,NA,1.5,These are both,hummingbird,NA,warmup
114,daisy,NA,NA,5,images/sunflower.png,daisy,This is a,none,1,flowers,patricia,sunflower,yes,Please label the pictures below.,NA,NA,32,NA,NA,images/daisy.png,flowers,NA,some_college,English,male,NA,flowers,NA,2,1564588702900,1,NA,1.5,These are both,sunflower,NA,warmup
114,chihuahua,NA,NA,5,images/great-dane.jpg,chihuahua,This is a,none,1,dogs,patricia,great dane,yes,Please label the pictures below.,NA,NA,32,NA,NA,images/chihuahua.jpg,dogs,NA,some_college,English,male,NA,dogs,NA,3,1564588702900,1,NA,1.5,These are both,rover,NA,warmup
114,chihuahua,NA,NA,5,images/great-dane.jpg,chihuahua,This is a,none,1,dogs,patricia,great dane,yes,Please label the pictures below.,NA,NA,32,NA,NA,images/chihuahua.jpg,dogs,NA,some_college,English,male,NA,dogs,NA,3,1564588702900,2,NA,1.5,These are both,great dane,NA,warmup
114,NA,big,images/dog_parade.png,5,NA,NA,That,none,1,dogs,patricia,NA,yes,Another animal belongs to the group.,predicative,You say to your friend:,32,dog,NA,NA,NA,big,some_college,English,male,NA,NA,You see a group of animals.,1,1564588702900,NA,images/great-dane.jpg,1.5,is big.,NA,congruent,main
114,NA,big,images/flower-parade-small.png,5,NA,NA,That,none,1,flowers,patricia,NA,yes,Another plant belongs to the group.,predicative,You say to your friend:,32,flower,NA,NA,NA,small,some_college,English,male,NA,NA,You see a group of plants.,2,1564588702900,NA,images/daisy-b.png,1.5,is big.,NA,incongruent,main
114,NA,small,images/bird-parade-small.png,5,NA,NA,That,none,1,birds,patricia,NA,yes,Another animal bleongs to the group.,predicative,You say to your friend:,32,bird,NA,NA,NA,small,some_college,English,male,NA,NA,You see a group of animals.,3,1564588702900,NA,images/colibri.jpg,1.5,is small.,NA,congruent,main
114,chimp,NA,NA,5,images/gorilla.jpg,spider monkey,This is a,none,1,primates,patricia,gorilla,yes,Please label the pictures below.,NA,NA,32,NA,NA,images/spidermonkey.jpg,apes,NA,some_college,English,male,NA,monkeys|apes|primates,NA,1,1564588702900,1,NA,1.5,These are both,gorilla,NA,warmup
114,spider monkey,NA,NA,5,images/gorilla.jpg,spider monkey,This is a,none,1,primates,patricia,gorilla,yes,Please label the pictures below.,NA,NA,32,NA,NA,images/spidermonkey.jpg,apes,NA,some_college,English,male,NA,monkeys|apes|primates,NA,1,1564588702900,2,NA,1.5,These are both,gorilla,NA,warmup
114,redwood,NA,NA,5,images/bonsai.jpg,redwood|sequoia,This is a,none,1,trees,patricia,bonsai,yes,Please label the pictures below.,NA,NA,32,NA,NA,images/sequoia.jpg,trees,NA,some_college,English,male,NA,trees,NA,2,1564588702900,1,NA,1.5,These are both,spruce,NA,warmup
114,redwood,NA,NA,5,images/bonsai.jpg,redwood|sequoia,This is a,none,1,trees,patricia,bonsai,yes,Please label the pictures below.,NA,NA,32,NA,NA,images/sequoia.jpg,trees,NA,some_college,English,male,NA,trees,NA,2,1564588702900,2,NA,1.5,These are both,bonsai,NA,warmup
114,swordfish,NA,NA,5,images/goldfish.png,swordfish,This is a,none,1,fish,patricia,goldfish,yes,Please label the pictures below.,NA,NA,32,NA,NA,images/swordfish.jpg,fish,NA,some_college,English,male,NA,fish,NA,3,1564588702900,1,NA,1.5,These are both,goldfish,NA,warmup
114,NA,big,images/tree-parade.png,5,NA,NA,That,none,1,trees,patricia,NA,yes,Another plant belongs to the group.,predicative,You say to your friend:,32,tree,NA,NA,NA,small,some_college,English,male,NA,NA,You see a group of plants.,1,1564588702900,NA,images/bonsai-b.png,1.5,is big.,NA,incongruent,main
114,NA,big,images/monkey-parade.png,5,NA,NA,That,none,1,primates,patricia,NA,yes,Another animal belongs to the group.,predicative,You say to your friend:,32,ape,NA,NA,NA,big,some_college,English,male,NA,NA,You see a group of animals.,2,1564588702900,NA,images/gorilla.jpg,1.5,is big.,NA,congruent,main
114,NA,small,images/fish-parade.png,5,NA,NA,That,none,1,fish,patricia,NA,yes,Another animal belongs to the group.,predicative,You say to your friend:,32,fish,NA,NA,NA,big,some_college,English,male,NA,NA,You see a group of animals.,3,1564588702900,NA,images/swordfish-s.jpg,1.5,is small.,NA,incongruent,main
119,monkey,NA,NA,5,images/gorilla.jpg,spider monkey,This is a,N/A,2,primates,Jessica,gorilla,NA,Please label the pictures below.,NA,NA,NA,NA,Thanks for the study!,images/spidermonkey.jpg,animals,NA,some_college,English,NA,NA,monkeys|apes|primates,NA,1,1564588711401,1,NA,1.25,These are both,gorilla,NA,warmup
119,monkey,NA,NA,5,images/gorilla.jpg,spider monkey,This is a,N/A,2,primates,Jessica,gorilla,NA,Please label the pictures below.,NA,NA,NA,NA,Thanks for the study!,images/spidermonkey.jpg,animals,NA,some_college,English,NA,NA,monkeys|apes|primates,NA,1,1564588711401,2,NA,1.25,These are both,gorilla,NA,warmup
119,monkeys,NA,NA,5,images/gorilla.jpg,spider monkey,This is a,N/A,2,primates,Jessica,gorilla,NA,Please label the pictures below.,NA,NA,NA,NA,Thanks for the study!,images/spidermonkey.jpg,primates,NA,some_college,English,NA,NA,monkeys|apes|primates,NA,1,1564588711401,3,NA,1.25,These are both,apes,NA,warmup
119,monkeys,NA,NA,5,images/gorilla.jpg,spider monkey,This is a,N/A,2,primates,Jessica,gorilla,NA,Please label the pictures below.,NA,NA,NA,NA,Thanks for the study!,images/spidermonkey.jpg,primates,NA,some_college,English,NA,NA,monkeys|apes|primates,NA,1,1564588711401,4,NA,1.25,These are both,apes,NA,warmup
119,monkeys,NA,NA,5,images/gorilla.jpg,spider monkey,This is a,N/A,2,primates,Jessica,gorilla,NA,Please label the pictures below.,NA,NA,NA,NA,Thanks for the study!,images/spidermonkey.jpg,primates,NA,some_college,English,NA,NA,monkeys|apes|primates,NA,1,1564588711401,5,NA,1.25,These are both,apes,NA,warmup
